AnoMes,Municipio_Ibge,Municipio,Estado_Ibge,Estado,Sigla_Regiao,Regiao,VL_PagadorPF,QT_PagadorPF,VL_PagadorPJ,QT_PagadorPJ,VL_RecebedorPF,QT_RecebedorPF,VL_RecebedorPJ,QT_RecebedorPJ,QT_PES_PagadorPF,QT_PES_PagadorPJ,QT_PES_RecebedorPF,QT_PES_RecebedorPJ
202408,2106375,MARANHÃOZINHO,21,MARANHÃO,NE,NORDESTE,24497816.74,201433,4942954.76,5718,22677503.94,120116,4059687.63,23623,5036,99,4917,89
202508,5201207,ANHANGUERA,52,GOIÁS,CO,CENTRO-OESTE,3799811.45,22583,1197209.65,808,3431100.1,12985,803737.78,2087,604,37,579,35
202310,2600401,ÁGUA PRETA,26,PERNAMBUCO,NE,NORDESTE,39905094.17,322373,2452818.61,4441,39588407.96,226075,2319420.12,14724,12040,185,12313,170
202410,5218706,RIANÁPOLIS,52,GOIÁS,CO,CENTRO-OESTE,28898414.9,88233,6663873.01,5763,23183037.04,60433,8243726.04,14313,2635,203,2646,178
202409,3508207,BURITIZAL,35,SÃO PAULO,SE,SUDESTE,15443318.27,62492,10358711.52,6764,17435028.04,34606,16222050.93,17557,2430,270,2348,237
202312,5008305,TRÊS LAGOAS,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,544528166.2,2692481,549251831.38,239202,534493286.32,1652720,463669858.78,1264617,80643,6081,80471,5797
202506,3304557,RIO DE JANEIRO,33,RIO DE JANEIRO,SE,SUDESTE,35366514996.96,188352179,105390521869.81,14247098,35515998249.38,121177076,114877187756.09,70192886,4834234,362612,4731251,340383
202501,2210904,SOCORRO DO PIAUÍ,22,PIAUÍ,NE,NORDESTE,9759333.1,77814,796754.33,1309,8016996.72,44124,1504473.76,4301,2361,51,2354,42
202503,2310407,PARAMOTI,23,CEARÁ,NE,NORDESTE,24634718.59,218356,3465768.89,4055,22932678.23,152578,3296550.17,18861,6011,137,5796,127
202507,5107800,SANTO ANTÔNIO DO LEVERGER,51,MATO GROSSO,CO,CENTRO-OESTE,56978835.69,391360,32449688.38,21457,57256609.83,226462,25644688.4,57645,9008,575,8858,542
202509,3107406,BOM DESPACHO,31,MINAS GERAIS,SE,SUDESTE,34617968.83,132911,16656589.73,11088,34421152.17,81066,16862670.65,33645,23894,2017,19132,1951
202411,2906600,CANDIBA,29,BAHIA,NE,NORDESTE,27615493.13,163912,6265259.49,4825,27106381.18,94897,7622160.29,19263,5923,238,5713,240
202407,3525003,JANDIRA,35,SÃO PAULO,SE,SUDESTE,483107289.73,2818746,565240440.29,183389,509824465.74,1783325,614972369.68,396792,85862,5283,85649,4906
202406,5221908,VARJÃO,52,GOIÁS,CO,CENTRO-OESTE,12552883.37,50641,2615175.22,1864,13506602.53,36722,3294726.0,5043,1824,72,1914,66
202506,2805703,PROPRIÁ,28,SERGIPE,NE,NORDESTE,96405218.92,671180,54792926.19,29863,91102618.32,447797,59115921.86,149534,17382,760,17537,742
202506,2208601,PRATA DO PIAUÍ,22,PIAUÍ,NE,NORDESTE,6616650.37,69159,645339.23,1424,5978079.23,41236,727144.58,5882,1769,52,1725,51
202312,3120904,CURVELO,31,MINAS GERAIS,SE,SUDESTE,272806116.94,1272968,135914674.57,91422,286337599.58,881207,110002185.89,231619,44785,3414,45782,3178
202306,2106003,LIMA CAMPOS,21,MARANHÃO,NE,NORDESTE,17695805.99,127551,4044430.36,4166,17182054.94,96218,4369080.51,11134,5071,165,5085,141
202507,2905008,CACULÉ,29,BAHIA,NE,NORDESTE,66747300.43,393535,69862059.62,34163,65022420.02,223033,66955402.07,186511,11651,1093,11488,1005
202502,3145109,NOVA RESENDE,31,MINAS GERAIS,SE,SUDESTE,52990921.18,172611,21867312.44,10287,57993347.09,96825,28563807.82,43822,8233,624,7606,594
202507,3542305,REDENÇÃO DA SERRA,35,SÃO PAULO,SE,SUDESTE,9353945.06,59972,3957181.8,3827,10232383.46,39752,4457215.53,8040,2164,126,2146,124
202404,4318457,SÃO JOSÉ DAS MISSÕES,43,RIO GRANDE DO SUL,SU,SUL,4313353.93,18860,1121001.25,975,3646040.39,9814,1141864.31,2609,1001,52,948,55
202501,1707405,ESPERANTINA,17,TOCANTINS,NO,NORTE,21062835.9,151721,2408681.07,6670,19531459.98,94960,2338355.45,16273,4615,119,4593,108
202309,3132404,ITAJUBÁ,31,MINAS GERAIS,SE,SUDESTE,221016514.01,1011167,183686710.1,105325,235575372.3,722968,188362859.44,237936,52380,4701,51757,4441
202409,2704708,MARECHAL DEODORO,27,ALAGOAS,NE,NORDESTE,190272840.34,1316326,128347519.53,74982,187047405.91,860145,139409164.93,198964,33088,1914,32837,1682
202502,5214705,NOVA AMÉRICA,52,GOIÁS,CO,CENTRO-OESTE,6988993.7,28819,1502158.28,1508,6377151.25,16219,1432810.51,5181,1166,72,1171,70
202306,2701506,CAMPO GRANDE,27,ALAGOAS,NE,NORDESTE,15466306.17,73554,2184563.07,1302,15007433.79,52760,2443573.79,3666,3444,58,3479,55
202405,1504406,MARAPANIM,15,PARÁ,NO,NORTE,40628782.2,426817,6515294.66,7737,38025886.35,288842,4740796.95,25820,12496,211,12240,188
202310,2209856,SÃO JOÃO DA CANABRAVA,22,PIAUÍ,NE,NORDESTE,5744232.0,41702,328125.43,324,5353249.11,27951,305722.28,1315,1700,25,1671,28
202311,2706208,PALESTINA,27,ALAGOAS,NE,NORDESTE,7586407.12,62584,404800.75,668,7097740.74,38713,931555.76,2971,2123,30,2122,26
202401,2917904,JANDAÍRA,29,BAHIA,NE,NORDESTE,17264451.61,126545,10512086.24,5170,15447423.82,78303,10027543.9,7212,4252,136,4291,130
202504,2902252,ARATACA,29,BAHIA,NE,NORDESTE,21917594.24,184572,4071017.85,3324,20779616.71,107152,4493198.49,14421,4799,115,4733,104
202405,3138302,LEANDRO FERREIRA,31,MINAS GERAIS,SE,SUDESTE,10929362.71,40258,1418028.98,1798,11260473.21,34185,1563336.63,4049,1552,96,1558,97
202506,3157807,SANTA LUZIA,31,MINAS GERAIS,SE,SUDESTE,898628167.88,6065792,601968826.05,340087,929923392.24,3865685,581584728.43,994160,157630,10311,157437,9613
202406,3541000,PRAIA GRANDE,35,SÃO PAULO,SE,SUDESTE,1451762109.09,7570240,621957951.21,607676,1509237127.81,4981743,551251939.78,1316258,230970,20217,229187,18382
202409,3202256,GOVERNADOR LINDENBERG,32,ESPÍRITO SANTO,SE,SUDESTE,37688150.37,134559,83599170.06,6020,31762193.48,70094,119333005.02,23251,4895,308,4584,283
202402,4302402,BOM RETIRO DO SUL,43,RIO GRANDE DO SUL,SU,SUL,23549208.92,135994,12058558.57,9359,20982975.39,72509,16913370.41,34308,6778,494,6268,490
202502,1506203,SALINÓPOLIS,15,PARÁ,NO,NORTE,123860888.95,1155914,58167601.76,58602,125473682.57,779182,54394831.36,170875,27885,1544,27809,1385
202406,4203154,CALMON,42,SANTA CATARINA,SU,SUL,5370814.28,40761,3800766.56,2228,5650887.35,19712,2577365.73,3878,1617,83,1591,77
202404,1707009,DIANÓPOLIS,17,TOCANTINS,NO,NORTE,85288493.71,441167,40632217.42,24580,73552466.72,256841,40179980.1,81657,12231,719,12287,687
202311,2903300,BARRO PRETO,29,BAHIA,NE,NORDESTE,9942409.5,79803,589531.17,1472,9365277.19,55647,435091.55,2349,2965,61,3018,63
202506,3533106,NOVA GUATAPORANGA,35,SÃO PAULO,SE,SUDESTE,5093576.61,36558,929425.92,1450,4698918.76,18999,2265497.3,3821,1172,61,1114,52
202312,3203809,MUQUI,32,ESPÍRITO SANTO,SE,SUDESTE,29141138.85,178346,9540179.66,10210,27920579.57,110730,11781708.07,35643,6907,353,6829,359
202304,2407104,MACAÍBA,24,RIO GRANDE DO NORTE,NE,NORDESTE,106141405.38,856181,68382005.3,34547,108068234.02,690751,66270064.0,97255,34974,1302,35152,1174
202305,3155306,RIO MANSO,31,MINAS GERAIS,SE,SUDESTE,7483586.97,28210,2777773.61,2838,7620691.24,20342,3890367.25,7822,1948,175,1869,178
202508,2902807,BARRA DA ESTIVA,29,BAHIA,NE,NORDESTE,112135781.83,471518,30113482.09,29689,114642690.34,285194,30580071.95,128732,14079,842,13654,768
202404,2709152,TEOTÔNIO VILELA,27,ALAGOAS,NE,NORDESTE,99509964.37,865646,55086802.85,19975,95466062.09,479348,43537142.41,87264,22318,627,22266,571
202501,2914307,IRAMAIA,29,BAHIA,NE,NORDESTE,22648295.38,169931,2962383.73,3511,20307032.46,106131,3726721.81,14082,5537,136,5332,142
202502,2504850,COXIXOLA,25,PARAÍBA,NE,NORDESTE,3175347.5,20509,422605.39,365,2900778.53,12918,242230.27,1461,858,30,816,22
202305,3302858,MESQUITA,33,RIO DE JANEIRO,SE,SUDESTE,368041432.27,2624950,85993678.59,133470,375544586.05,2104622,72047087.53,250451,93592,4134,94172,3887
202309,2927309,SALINAS DA MARGARIDA,29,BAHIA,NE,NORDESTE,25748858.07,237724,4827177.62,5991,25891887.0,190964,2853629.28,16191,8230,205,8536,182
202502,2310902,PIQUET CARNEIRO,23,CEARÁ,NE,NORDESTE,27522216.49,181560,4464572.03,6596,25699876.3,152240,5809979.21,26276,6326,214,6102,188
202408,3104403,ARGIRITA,31,MINAS GERAIS,SE,SUDESTE,5935223.31,31579,8661050.36,1085,6128424.71,17824,2337133.59,4227,1325,83,1290,82
202401,4300646,AMETISTA DO SUL,43,RIO GRANDE DO SUL,SU,SUL,10559821.62,60046,9014130.47,7308,9873345.12,27829,10295150.15,22249,3167,401,2884,402
202409,3205309,VITÓRIA,32,ESPÍRITO SANTO,SE,SUDESTE,2103645272.08,8556188,7918312098.14,1613288,2091619377.81,5041821,7232299158.32,3601461,256262,32206,247113,28671
202307,2901106,AMÉLIA RODRIGUES,29,BAHIA,NE,NORDESTE,51944158.74,441239,14591900.66,11851,51071118.27,325966,17651586.22,29219,13305,388,13716,359
202501,3536257,PARISI,35,SÃO PAULO,SE,SUDESTE,7694891.04,35759,7411159.83,2442,8634108.61,20610,8103683.99,5808,1371,89,1363,83
202310,1100049,CACOAL,11,RONDÔNIA,NO,NORTE,322894581.64,1233344,200527429.87,127754,330360786.01,807819,220611608.97,336798,52878,4452,52564,4251
202401,2111029,SÃO JOÃO DO CARÚ,21,MARANHÃO,NE,NORDESTE,21200201.54,171629,2203097.79,2327,20242558.61,106115,2118041.02,5976,5727,91,5445,87
202411,2500304,ALAGOA GRANDE,25,PARAÍBA,NE,NORDESTE,67584634.8,494691,9060289.86,9416,62906973.05,349599,10736527.62,43996,14085,331,13948,281
202407,2922300,MURITIBA,29,BAHIA,NE,NORDESTE,72809727.97,508816,17574075.63,17364,69573888.71,347692,16415175.57,49025,15149,530,15116,465
202305,3153608,PRUDENTE DE MORAIS,31,MINAS GERAIS,SE,SUDESTE,18571551.65,115159,11887930.07,8501,18155003.39,83145,10767667.14,12125,5497,354,5658,325
202308,2605103,CUSTÓDIA,26,PERNAMBUCO,NE,NORDESTE,59164256.11,338098,24258787.35,15910,57305156.13,238598,26086990.17,50598,14068,543,14542,489
202405,5200050,ABADIA DE GOIÁS,52,GOIÁS,CO,CENTRO-OESTE,47469198.68,261732,50139720.15,27649,51516805.0,188859,40895149.53,67139,7044,793,7147,712
202504,5106265,NOVO MUNDO,51,MATO GROSSO,CO,CENTRO-OESTE,51815879.43,104885,16042883.54,6917,53137479.88,51589,19883452.57,20956,3904,243,3628,231
202407,3556453,VARGEM GRANDE PAULISTA,35,SÃO PAULO,SE,SUDESTE,240704999.47,1074086,267337954.94,109548,261467579.55,676090,264198942.29,186392,38514,3488,38157,3246
202410,2802106,ESTÂNCIA,28,SERGIPE,NE,NORDESTE,232771200.17,1691097,227049579.86,69456,225645980.09,1066255,203015190.33,311320,42158,1743,42771,1662
202508,2612505,SANTA CRUZ DO CAPIBARIBE,26,PERNAMBUCO,NE,NORDESTE,701968458.54,3030561,233404223.05,169851,704218075.26,2263848,321467455.68,838206,63215,4255,62177,4011
202305,1506583,SANTA MARIA DAS BARREIRAS,15,PARÁ,NO,NORTE,28048573.41,109277,16048126.7,12171,25057591.5,75164,16690632.0,35318,4670,361,4571,321
202304,5006358,PARANHOS,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,13669720.64,57510,2136614.19,2667,13794518.79,35280,2516469.77,8591,3618,166,3478,165
202406,3513108,CRAVINHOS,35,SÃO PAULO,SE,SUDESTE,118661131.2,612614,201973882.82,61306,142777199.22,365370,185163768.44,153378,21005,2077,20891,1938
202404,3525904,JUNDIAÍ,35,SÃO PAULO,SE,SUDESTE,2099227844.24,6909914,3715331339.9,1555919,2181404616.75,4343723,3098582000.86,5019847,310171,32152,298459,29675
202509,2608701,LAGOA DOS GATOS,26,PERNAMBUCO,NE,NORDESTE,5607645.91,31531,781764.59,658,5006463.85,21049,657017.49,3054,5244,110,4298,110
202505,5218300,POSSE,52,GOIÁS,CO,CENTRO-OESTE,284393170.98,970882,83791130.09,79198,315804378.26,558488,86365464.65,243586,24837,2034,24741,1891
202308,4306106,CRUZ ALTA,43,RIO GRANDE DO SUL,SU,SUL,170991091.41,744926,92517478.46,65989,167980935.13,466544,143589459.09,161887,34531,2633,33602,2617
202312,4124020,SANTA TEREZA DO OESTE,41,PARANÁ,SU,SUL,34935532.43,173630,69919212.99,19668,36661065.92,98497,74927631.43,41817,6553,718,6443,696
202406,5201801,ARAGOIÂNIA,52,GOIÁS,CO,CENTRO-OESTE,36913336.99,173811,23855537.74,14967,38502009.8,121408,20671883.15,39353,5209,426,5302,398
202503,5004700,IVINHEMA,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,128667715.75,525911,61222545.82,44296,126956003.78,284017,63989606.14,133187,16072,1239,15767,1193
202503,2200459,ALVORADA DO GURGUÉIA,22,PIAUÍ,NE,NORDESTE,14040810.32,108051,2645694.59,2167,13491349.44,66450,2320828.2,10450,2878,82,2886,76
202401,3526001,JUNQUEIRÓPOLIS,35,SÃO PAULO,SE,SUDESTE,45585377.98,227877,128351975.12,20406,45320860.56,138962,50846115.09,46625,9991,744,9784,747
202311,1709500,GURUPI,17,TOCANTINS,NO,NORTE,412377539.75,1676327,343424164.01,136382,406059795.15,1081808,307750844.16,333084,54253,4075,55427,3958
202310,1501709,BRAGANÇA,15,PARÁ,NO,NORTE,213247571.86,1597667,59994264.28,58056,210232167.85,1184740,57044880.58,172758,53155,1552,53089,1479
202505,1718899,SANTA RITA DO TOCANTINS,17,TOCANTINS,NO,NORTE,8237236.86,39331,8871683.91,4413,7862620.22,23107,5052856.66,10515,1043,70,1039,63
202305,2923209,OLIVEIRA DOS BREJINHOS,29,BAHIA,NE,NORDESTE,22549095.47,145506,12290931.9,6614,23845838.06,102621,8909738.44,16792,7487,322,7414,290
202312,3169703,TURMALINA,31,MINAS GERAIS,SE,SUDESTE,51121334.7,273094,18855024.17,19633,47869992.17,165693,22988560.05,70098,10366,699,10102,668
202509,3170529,URUCUIA,31,MINAS GERAIS,SE,SUDESTE,4045720.34,25146,1484108.52,1689,3982381.91,13987,1605027.72,5205,3981,211,3324,197
202507,2919926,MADRE DE DEUS,29,BAHIA,NE,NORDESTE,89498633.6,712757,18698984.99,33428,82299856.7,433896,16205150.58,107481,14359,612,14162,581
202412,3516705,GARÇA,35,SÃO PAULO,SE,SUDESTE,172828764.39,877314,212033564.66,78483,172256787.06,491590,220890504.95,197980,26874,2423,26587,2320
202505,3168606,TEÓFILO OTONI,31,MINAS GERAIS,SE,SUDESTE,596312078.91,3261716,435395104.8,206983,616035427.12,2029219,417513265.66,1048202,90674,6277,91316,5768
202311,3554508,TIETÊ,35,SÃO PAULO,SE,SUDESTE,116686067.19,491990,180999491.55,47852,126059699.38,321401,170468838.85,94478,22907,2087,22673,2052
202307,2505501,VISTA SERRANA,25,PARAÍBA,NE,NORDESTE,13021177.79,49678,462229.35,596,12021231.15,48020,631112.13,2331,1674,37,1640,34
202309,5008008,TERENOS,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,28578053.28,170206,22017543.56,12641,29572854.9,108241,30311627.77,28552,7119,443,6962,427
202504,3105400,BARÃO DE COCAIS,31,MINAS GERAIS,SE,SUDESTE,117792407.07,672487,49308285.3,38485,105306388.45,354863,46608683.43,138613,20550,1474,19844,1357
202504,3204559,SANTA MARIA DE JETIBÁ,32,ESPÍRITO SANTO,SE,SUDESTE,148985883.3,474602,309880448.21,41418,171177790.79,304288,306814780.03,169831,19440,1849,18412,1728
202311,4308805,GENERAL CÂMARA,43,RIO GRANDE DO SUL,SU,SUL,11994222.57,84518,4487979.33,4059,11230316.66,47081,4919525.33,10157,3768,203,3506,209
202406,2516805,TRIUNFO,25,PARAÍBA,NE,NORDESTE,23436103.34,143083,1770575.3,1949,21269102.9,97376,1785378.06,11394,4732,111,4547,98
202308,2110005,SANTA LUZIA,21,MARANHÃO,NE,NORDESTE,160267779.11,977109,18129770.93,24428,144907602.08,676497,20909936.84,78863,32613,585,31589,560
202306,3119609,CORONEL PACHECO,31,MINAS GERAIS,SE,SUDESTE,2682638.28,15034,681626.84,1266,2576921.76,11047,617216.39,1979,1048,63,1039,56
202311,4204608,CRICIÚMA,42,SANTA CATARINA,SU,SUL,715015262.98,2876428,1242573852.83,363054,754673939.0,1769913,1160193668.65,955955,129336,15171,126839,14233
202403,3122504,DOM CAVATI,31,MINAS GERAIS,SE,SUDESTE,13697817.77,61580,2909260.11,3759,15256030.21,43935,3233078.6,13031,2832,210,2870,211
202404,2100907,ARAIOSES,21,MARANHÃO,NE,NORDESTE,48240719.67,478957,3781533.8,8045,44617360.01,301943,4463916.64,26960,16344,256,16011,247
202406,3129707,IBIRACI,31,MINAS GERAIS,SE,SUDESTE,42707145.82,162856,38233980.93,9099,39205737.62,91383,56881866.38,26316,6031,297,5858,267
202307,2905404,CAIRU,29,BAHIA,NE,NORDESTE,38349266.11,286568,17730925.56,30490,38177593.33,208439,14152384.71,57354,8322,914,8323,806
202502,4300703,ANTA GORDA,43,RIO GRANDE DO SUL,SU,SUL,14573667.47,43273,16113245.64,5174,12652856.67,20274,16772133.55,15980,2702,344,2291,331
202408,3162575,SÃO JOÃO DO MANTENINHA,31,MINAS GERAIS,SE,SUDESTE,15865756.69,68903,6706191.2,5440,17017025.07,41373,5839979.83,16624,2813,259,2817,241
202310,3154903,RIO CASCA,31,MINAS GERAIS,SE,SUDESTE,25955616.67,136532,7619954.93,7237,26056257.99,87629,8384982.19,17350,6119,412,6180,398
202501,5106224,NOVA MUTUM,51,MATO GROSSO,CO,CENTRO-OESTE,290359983.44,1006242,298507869.59,145958,289444962.7,520517,283090154.77,364133,33604,4830,32725,4560
202308,2703106,IGACI,27,ALAGOAS,NE,NORDESTE,30202927.86,195424,2607578.18,3565,29222265.39,132322,2575924.55,8134,8779,147,8693,131
202410,2107506,PAÇO DO LUMIAR,21,MARANHÃO,NE,NORDESTE,444043807.71,3412793,159852479.18,130250,432608169.27,2420215,142338608.62,407033,77595,2977,76882,2699
202308,2414100,TENENTE ANANIAS,24,RIO GRANDE DO NORTE,NE,NORDESTE,25319075.69,149691,2670057.76,2374,23631101.17,105916,3800767.82,10734,4486,109,4404,106
202310,2607505,ITAÍBA,26,PERNAMBUCO,NE,NORDESTE,38157546.25,215930,4196367.09,5018,35624872.95,148062,5223409.04,19740,9432,214,9104,197
202312,4216206,SÃO FRANCISCO DO SUL,42,SANTA CATARINA,SU,SUL,185954906.17,878400,340334819.02,105631,196613222.01,574191,278210551.88,264036,31135,3399,30934,3267
202308,2926301,RIACHÃO DO JACUÍPE,29,BAHIA,NE,NORDESTE,78717489.36,441063,37743245.4,18715,81362590.6,314238,37936873.73,54163,15546,841,15906,810
202305,1501576,BOM JESUS DO TOCANTINS,15,PARÁ,NO,NORTE,29988723.45,134879,8841888.23,7137,27118619.45,93725,8915262.02,22667,5619,207,5491,207
202307,4306551,DOM PEDRO DE ALCÂNTARA,43,RIO GRANDE DO SUL,SU,SUL,4607464.8,17037,7161781.42,2075,4718757.54,11952,7417656.97,5367,1061,86,1020,85
202404,3135209,JANUÁRIA,31,MINAS GERAIS,SE,SUDESTE,140801867.05,1046722,41534922.67,47619,139625467.17,646413,43600967.57,130330,35431,1555,35547,1504
202507,2409407,PAU DOS FERROS,24,RIO GRANDE DO NORTE,NE,NORDESTE,139901468.41,773081,101995400.97,42114,129781489.35,546305,115740537.61,266005,19692,1314,19054,1216
202307,3542008,QUINTANA,35,SÃO PAULO,SE,SUDESTE,18805414.87,76501,6710963.97,4179,25860505.33,42877,6404420.82,10255,3143,211,3038,204
202409,3108552,BRASILÂNDIA DE MINAS,31,MINAS GERAIS,SE,SUDESTE,55190391.13,288326,22087074.27,18006,52599493.92,169569,23856877.27,58179,9468,709,9285,631
202504,2614501,SURUBIM,26,PERNAMBUCO,NE,NORDESTE,231697372.34,1245963,71275971.26,65581,236315263.94,901443,82926779.89,249246,35578,1604,34594,1511
202412,2930907,TABOCAS DO BREJO VELHO,29,BAHIA,NE,NORDESTE,25708257.5,159272,4462493.51,6335,23453946.78,93814,4551620.78,23137,5263,173,5038,173
202311,4219358,VITOR MEIRELES,42,SANTA CATARINA,SU,SUL,8290262.25,34094,7034187.22,4066,8455489.08,18675,7349519.81,11262,2289,256,2152,242
202311,3110707,CAMBUQUIRA,31,MINAS GERAIS,SE,SUDESTE,23998120.36,134940,6276164.81,6987,24250219.42,85710,6707564.03,21575,5956,425,6002,429
202406,3102100,ALTO RIO DOCE,31,MINAS GERAIS,SE,SUDESTE,16926639.98,85747,3158669.32,2399,17089404.0,61539,2261778.77,9020,4309,179,4191,162
202403,2400802,ANGICOS,24,RIO GRANDE DO NORTE,NE,NORDESTE,29392095.13,227602,7581881.25,7858,27802573.54,164170,7957366.35,38802,6907,307,6601,285
202305,3170107,UBERABA,31,MINAS GERAIS,SE,SUDESTE,1097164907.54,4044564,1099551572.29,411950,1167693661.85,3031670,1212730296.51,832011,185326,16437,186141,15406
202402,1400704,UIRAMUTÃ,14,RORAIMA,NO,NORTE,4054506.54,30488,2803900.43,2496,3664108.31,17432,1597995.2,4808,1267,48,1201,46
202508,5200829,AMARALINA,52,GOIÁS,CO,CENTRO-OESTE,9531559.22,46076,2026991.95,1511,9250211.57,34400,1416115.74,4647,1366,62,1301,62
202405,3124708,ESTRELA DO INDAIÁ,31,MINAS GERAIS,SE,SUDESTE,5587465.88,26378,808543.33,935,6328123.0,14990,1092426.36,3563,1333,82,1308,74
202406,4101507,ARAPONGAS,41,PARANÁ,SU,SUL,455378998.06,1896003,658390952.6,262364,493778494.68,1133288,606493247.33,540203,70557,8368,70342,7873
202402,3514007,DOBRADA,35,SÃO PAULO,SE,SUDESTE,17674328.39,126075,6340351.98,5284,17154451.15,72078,7015632.86,13375,4972,257,4826,255
202502,4315156,PROGRESSO,43,RIO GRANDE DO SUL,SU,SUL,7529312.81,44462,4486184.99,2367,7685260.1,19831,4113487.02,7439,2306,163,1996,171
202506,3513207,CRISTAIS PAULISTA,35,SÃO PAULO,SE,SUDESTE,35887515.88,152795,20539418.55,14097,40722024.35,82807,15568869.5,40478,5033,449,4980,426
202402,3522000,ITAJU,35,SÃO PAULO,SE,SUDESTE,6092212.14,39454,3966830.02,2031,6212030.55,22085,3654816.56,4296,1649,93,1615,92
202404,2930808,SOUTO SOARES,29,BAHIA,NE,NORDESTE,31289756.77,206907,5016791.33,4429,31256974.05,128405,5641161.32,11393,7622,169,7384,154
202401,5007950,TACURU,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,16816358.34,87712,3951271.7,5650,15605252.44,46779,3281157.65,12845,3865,164,3641,146
202312,1721307,TUPIRATINS,17,TOCANTINS,NO,NORTE,4225606.35,28426,868825.83,1112,4282630.29,17046,573471.25,2148,907,37,925,28
202304,3550407,SÃO PEDRO,35,SÃO PAULO,SE,SUDESTE,78367673.99,295024,39320993.3,37161,86147884.51,225387,36403119.23,71887,18578,1712,18573,1646
202409,2503209,CABEDELO,25,PARAÍBA,NE,NORDESTE,314505830.36,1599834,347380853.52,83014,311604942.04,1059905,479895699.81,354762,42271,3009,41687,2658
202508,2705002,MATA GRANDE,27,ALAGOAS,NE,NORDESTE,49326351.48,351751,8414102.16,9418,46569106.63,251610,5740630.88,30204,10571,148,10194,148
202507,4314902,PORTO ALEGRE,43,RIO GRANDE DO SUL,SU,SUL,8538346296.86,36945759,19678751298.11,6707557,8464330507.78,20307476,19516719084.07,31378526,1081411,116575,1033959,111909
202307,4314787,PONTE PRETA,43,RIO GRANDE DO SUL,SU,SUL,2107557.02,5015,1086771.05,467,1804438.36,2324,3342633.01,997,483,45,403,52
202406,4316105,RONDA ALTA,43,RIO GRANDE DO SUL,SU,SUL,21571316.5,87438,11408137.64,8125,19197598.51,45094,14594600.44,18716,4419,493,4198,488
202412,3107802,BOM JESUS DO GALHO,31,MINAS GERAIS,SE,SUDESTE,36026357.0,213662,8352269.83,6508,35978725.63,122933,6431327.3,30198,7067,320,6927,303
202311,2506905,ITABAIANA,25,PARAÍBA,NE,NORDESTE,51631586.59,335277,11939685.0,8247,46714543.25,256070,12568657.53,40612,11754,384,11874,347
202509,3136579,JOSENÓPOLIS,31,MINAS GERAIS,SE,SUDESTE,1447219.96,10653,172944.23,210,1432021.45,5880,147011.86,886,1553,47,1283,40
202403,5213772,MONTIVIDIU DO NORTE,52,GOIÁS,CO,CENTRO-OESTE,10815913.66,49881,2744689.42,1759,10800177.65,28683,1901294.07,7180,1920,81,1904,77
202411,4304671,CAPIVARI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,21527397.2,81944,14629852.17,8140,22011517.59,41663,13764448.9,21106,2673,308,2558,300
202501,2504900,CRUZ DO ESPÍRITO SANTO,25,PARAÍBA,NE,NORDESTE,32508680.77,285036,16616316.49,6251,31059751.47,182529,12527287.5,22631,8567,187,8523,166
202506,1504000,LIMOEIRO DO AJURU,15,PARÁ,NO,NORTE,82899627.8,529750,10432530.56,8206,74420281.45,360564,7933251.27,21572,13931,155,13097,151
202407,3161205,SÃO FRANCISCO DE PAULA,31,MINAS GERAIS,SE,SUDESTE,12164889.79,56331,59954876.74,2739,16373105.51,33127,55111044.56,8340,2704,149,2707,151
202503,5221304,TRÊS RANCHOS,52,GOIÁS,CO,CENTRO-OESTE,10847982.44,55921,5525082.86,5065,11531310.04,35253,5034286.13,16634,1724,167,1734,141
202402,3540101,PONGAÍ,35,SÃO PAULO,SE,SUDESTE,7136807.26,32205,11839066.75,1983,8454500.49,20056,2305864.32,5374,1735,125,1639,113
202502,2408607,PARANÁ,24,RIO GRANDE DO NORTE,NE,NORDESTE,8980379.11,60792,591714.05,712,8410205.19,41519,562006.62,1612,2071,39,1991,35
202402,2105427,ITINGA DO MARANHÃO,21,MARANHÃO,NE,NORDESTE,70525713.88,465228,22862977.11,16487,68269563.16,310780,23865923.14,68604,12943,426,12796,421
202509,3506102,BEBEDOURO,35,SÃO PAULO,SE,SUDESTE,74679874.32,240374,443877017.19,28184,88348842.91,139184,510663902.28,70094,39088,3831,32498,3471
202507,3111804,CANÁPOLIS,31,MINAS GERAIS,SE,SUDESTE,54019568.79,241738,96455701.52,30213,52410929.86,146375,80215873.04,118867,6462,505,6398,483
202310,3514908,ELIAS FAUSTO,35,SÃO PAULO,SE,SUDESTE,42110160.57,233711,64524819.53,19181,46471955.8,144611,52948510.68,30883,9659,694,9601,669
202506,4115457,MARQUINHO,41,PARANÁ,SU,SUL,11375046.75,56197,3775802.42,2552,10641388.31,27701,3389174.85,6544,2328,115,2168,110
202412,3203502,MONTANHA,32,ESPÍRITO SANTO,SE,SUDESTE,100037413.29,463070,85304481.7,26629,99186223.97,272912,60327898.52,86889,11365,720,11462,708
